SystemName,PlanetName,BodyType,PlanetFormID,PlanetEditorID,StarSystemID,ParentPlanetID,PlanetID,ResourceCategory,ResourceFormID,ResourceEditorID,ResourceName,Rarity
Schrodinger,Schrodinger VI-b,Moon,0005E0BD,SchrodingerVI-bPlanetData,87902,6,14,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057C8,ResInorgRareTantalum,Tantalum,Rare
Schrodinger,Schrodinger VI-c,Moon,0005E0BE,SchrodingerVI-cPlanetData,87902,6,15,Inorganic,000057E9,ResInorgExoticNeon_G,Neon,Exotic
Schrodinger,Schrodinger VII-a,Moon,0005E0C1,SchrodingerVII-aPlanetData,87902,7,17,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Schrodinger,Schrodinger VII-a,Moon,0005E0C1,SchrodingerVII-aPlanetData,87902,7,17,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Schrodinger,Schrodinger VII-a,Moon,0005E0C1,SchrodingerVII-aPlanetData,87902,7,17,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Schrodinger,Schrodinger VII-a,Moon,0005E0C1,SchrodingerVII-aPlanetData,87902,7,17,Inorganic,000057DB,ResInorgRareNeodymium,Neodymium,Rare
Schrodinger,Schrodinger VII-b,Moon,0005E0C0,SchrodingerVII-bPlanetData,87902,7,16,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Schrodinger,Schrodinger VII-b,Moon,0005E0C0,SchrodingerVII-bPlanetData,87902,7,16,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VII-b,Moon,0005E0C0,SchrodingerVII-bPlanetData,87902,7,16,Inorganic,000057E9,ResInorgExoticNeon_G,Neon,Exotic
Schrodinger,Schrodinger VII-c,Moon,0005E0C2,SchrodingerVII-cPlanetData,87902,7,18,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Schrodinger,Schrodinger VII-c,Moon,0005E0C2,SchrodingerVII-cPlanetData,87902,7,18,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VII-c,Moon,0005E0C2,SchrodingerVII-cPlanetData,87902,7,18,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,0029F3FD,ResOrgCommonMetabolicAgent,MetabolicAgent,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,0022462F,ResOrgUncommonPigmentFaunaHerbivore,Pigment,Uncommon
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,0022464F,ResOrgRareSedativeFaunaCarnivore,Sedative,Rare
Schrodinger,Schrodinger VIII-a,Moon,0005E0C5,SchrodingerVIII-aPlanetData,87902,8,20,Organic,0022463B,ResOrgExoticLubricantFaunaHerbivore,Lubricant,Exotic
Schrodinger,Schrodinger VIII-b,Moon,0005E0C6,SchrodingerVIII-bPlanetData,87902,8,21,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Schrodinger,Schrodinger VIII-b,Moon,0005E0C6,SchrodingerVIII-bPlanetData,87902,8,21,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VIII-b,Moon,0005E0C6,SchrodingerVIII-bPlanetData,87902,8,21,Inorganic,000057D1,ResInorgRareTetrafluorides_G,Tetrafluorides,Rare
Schrodinger,Schrodinger VIII-c,Moon,0005E0C4,SchrodingerVIII-cPlanetData,87902,8,19,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Schrodinger,Schrodinger VIII-c,Moon,0005E0C4,SchrodingerVIII-cPlanetData,87902,8,19,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VIII-d,Moon,0005E0C7,SchrodingerVIII-dPlanetData,87902,8,22,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Schrodinger,Schrodinger VIII-d,Moon,0005E0C7,SchrodingerVIII-dPlanetData,87902,8,22,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VIII-d,Moon,0005E0C7,SchrodingerVIII-dPlanetData,87902,8,22,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Schrodinger,Schrodinger VIII-e,Moon,0005E0C8,SchrodingerVIII-ePlanetData,87902,8,23,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Schrodinger,Schrodinger VIII-e,Moon,0005E0C8,SchrodingerVIII-ePlanetData,87902,8,23,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Schrodinger,Schrodinger VIII-e,Moon,0005E0C8,SchrodingerVIII-ePlanetData,87902,8,23,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Schrodinger,Schrodinger VIII-e,Moon,0005E0C8,SchrodingerVIII-ePlanetData,87902,8,23,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Schrodinger,Schrodinger VIII-e,Moon,0005E0C8,SchrodingerVIII-ePlanetData,87902,8,23,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Schrodinger,Schrodinger VIII-e,Moon,0005E0C8,SchrodingerVIII-ePlanetData,87902,8,23,Inorganic,000057C2,ResInorgExoticDysprosium,Dysprosium,Exotic
Serpentis,Serpentis I,Planet,0005E23F,SerpentisIPlanetData,76835,0,1,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Serpentis,Serpentis I,Planet,0005E23F,SerpentisIPlanetData,76835,0,1,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Serpentis,Serpentis I,Planet,0005E23F,SerpentisIPlanetData,76835,0,1,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Serpentis,Serpentis I,Planet,0005E23F,SerpentisIPlanetData,76835,0,1,Inorganic,000057ED,ResInorgRareVanadium,Vanadium,Rare
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Organic,0022465D,ResOrgCommonNutrientFaunaCarnivore,Nutrient,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Serpentis,Serpentis II,Planet,0005E240,SerpentisIIPlanetData,76835,0,2,Organic,00224636,ResOrgRareAminoAcidsFaunaHerbivore,AminoAcids,Rare
Serpentis,Serpentis II-a,Moon,0005E241,SerpentisII-aPlanetData,76835,2,8,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Serpentis,Serpentis II-a,Moon,0005E241,SerpentisII-aPlanetData,76835,2,8,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Serpentis,Serpentis II-b,Moon,0005E242,SerpentisII-bPlanetData,76835,2,9,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Serpentis,Serpentis II-b,Moon,0005E242,SerpentisII-bPlanetData,76835,2,9,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,00224641,ResOrgCommonMetabolicAgentFaunaHerbivore,MetabolicAgent,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,000777F8,ResOrgUncommonCosmetic,Cosmetic,Uncommon
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,0022465C,ResOrgUncommonOrnamentalFaunaCarnivore,Ornamental,Uncommon
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,0022462F,ResOrgUncommonPigmentFaunaHerbivore,Pigment,Uncommon
Serpentis,Serpentis III,Planet,0005E243,SerpentisIIIPlanetData,76835,0,3,Organic,0022463B,ResOrgExoticLubricantFaunaHerbivore,Lubricant,Exotic
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0029F3FD,ResOrgCommonMetabolicAgent,MetabolicAgent,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00224641,ResOrgCommonMetabolicAgentFaunaHerbivore,MetabolicAgent,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022464B,ResOrgCommonSealantFaunaCarnivore,Sealant,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022462C,ResOrgCommonStructuralFaunaHerbivore,Structural,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00224630,ResOrgUncommonMembraneFaunaHerbivore,Membrane,Uncommon
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022465C,ResOrgUncommonOrnamentalFaunaCarnivore,Ornamental,Uncommon
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022462D,ResOrgUncommonSpiceFaunaHerbivore,Spice,Uncommon
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00224636,ResOrgRareAminoAcidsFaunaHerbivore,AminoAcids,Rare
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,00224635,ResOrgRareAnalgesicFaunaHerbivore,Analgesic,Rare
Serpentis,Serpentis IV,Planet,0005E244,SerpentisIVPlanetData,76835,0,4,Organic,0022464F,ResOrgRareSedativeFaunaCarnivore,Sedative,Rare
Serpentis,Serpentis IV-a,Moon,0005E245,SerpentisIV-aPlanetData,76835,4,10,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Serpentis,Serpentis IV-a,Moon,0005E245,SerpentisIV-aPlanetData,76835,4,10,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Serpentis,Serpentis IV-a,Moon,0005E245,SerpentisIV-aPlanetData,76835,4,10,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Serpentis,Serpentis IV-a,Moon,0005E245,SerpentisIV-aPlanetData,76835,4,10,Inorganic,000057DB,ResInorgRareNeodymium,Neodymium,Rare
Serpentis,Serpentis V-a,Moon,0005E249,SerpentisV-aPlanetData,76835,5,13,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Serpentis,Serpentis V-a,Moon,0005E249,SerpentisV-aPlanetData,76835,5,13,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis V-a,Moon,0005E249,SerpentisV-aPlanetData,76835,5,13,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Serpentis,Serpentis V-a,Moon,0005E249,SerpentisV-aPlanetData,76835,5,13,Inorganic,000057CD,ResInorgExoticPalladium,Palladium,Exotic
Serpentis,Serpentis V-b,Moon,0005E24A,SerpentisV-bPlanetData,76835,5,14,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Serpentis,Serpentis V-b,Moon,0005E24A,SerpentisV-bPlanetData,76835,5,14,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis V-c,Moon,0005E247,SerpentisV-cPlanetData,76835,5,11,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Serpentis,Serpentis V-c,Moon,0005E247,SerpentisV-cPlanetData,76835,5,11,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Serpentis,Serpentis V-d,Moon,0005E248,SerpentisV-dPlanetData,76835,5,12,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Serpentis,Serpentis VI-a,Moon,0005E24C,SerpentisVI-aPlanetData,76835,6,15,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Serpentis,Serpentis VI-a,Moon,0005E24C,SerpentisVI-aPlanetData,76835,6,15,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Serpentis,Serpentis VI-a,Moon,0005E24C,SerpentisVI-aPlanetData,76835,6,15,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis VI-b,Moon,0005E24D,SerpentisVI-bPlanetData,76835,6,16,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Serpentis,Serpentis VI-b,Moon,0005E24D,SerpentisVI-bPlanetData,76835,6,16,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Serpentis,Serpentis VI-b,Moon,0005E24D,SerpentisVI-bPlanetData,76835,6,16,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Shoza,Shoza I,Planet,0005E37A,ShozaIPlanetData,67063,0,1,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Shoza,Shoza I,Planet,0005E37A,ShozaIPlanetData,67063,0,1,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Shoza,Shoza I,Planet,0005E37A,ShozaIPlanetData,67063,0,1,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Shoza,Shoza I-a,Moon,0005E37B,ShozaI-aPlanetData,67063,1,11,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Shoza,Shoza I-a,Moon,0005E37B,ShozaI-aPlanetData,67063,1,11,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Shoza,Shoza I-a,Moon,0005E37B,ShozaI-aPlanetData,67063,1,11,Inorganic,000057CA,ResInorgExoticYtterbium,Ytterbium,Exotic
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0029F3FD,ResOrgCommonMetabolicAgent,MetabolicAgent,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0022462C,ResOrgCommonStructuralFaunaHerbivore,Structural,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,00077823,ResOrgCommonToxin,Toxin,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,00224631,ResOrgUncommonCosmeticFaunaHerbivore,Cosmetic,Uncommon
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,00224630,ResOrgUncommonMembraneFaunaHerbivore,Membrane,Uncommon
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0022465C,ResOrgUncommonOrnamentalFaunaCarnivore,Ornamental,Uncommon
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0007782E,ResOrgUncommonSpice,Spice,Uncommon
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,00224652,ResOrgRareAnalgesicFaunaCarnivore,Analgesic,Rare
Shoza,Shoza II,Planet,0005E37C,ShozaIIPlanetData,67063,0,2,Organic,0022465A,ResOrgExoticBiosuppressantFaunaCarnivore,Biosuppressant,Exotic
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Shoza,Shoza II-a,Moon,0005E37D,ShozaII-aPlanetData,67063,2,12,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Shoza,Shoza III,Planet,0005E37E,ShozaIIIPlanetData,67063,0,3,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Shoza,Shoza III,Planet,0005E37E,ShozaIIIPlanetData,67063,0,3,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
